feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,category,target
-2.00689842786943,1.2960630617813962,0.29587346976236384,-1.1071568168024517,1.9235649340507182,-1.9535197964868178,-0.7931132841792494,0.21892229196422652,low,1
1.3508135331962465,0.7828737349485725,-2.7793152674906283,-0.43112556957509907,-1.2270503028038895,1.0944078117834104,-2.0285377995326606,3.6257845026655007,high,0
-2.780328760221055,-0.39719531614598763,-1.188323530977592,-1.1022697404558555,3.2741944790929898,-2.4159785255216417,-3.486224197825341,3.555780257159735,low,1
-0.5596024162040621,1.2495049007061587,0.8374173204223496,-1.3327773974796497,2.921107339267709,-1.2632906165207187,0.9379464362390248,-2.431535020839783,mid,1
-1.668834616951652,-1.3957892021924851,0.43418662732701185,0.5913492417584003,1.7173328253095574,-2.1839681231005006,-2.8686668331401437,1.754775924935096,mid,1
-0.6871569006133014,0.714609790636618,2.002261061234135,-2.049941278577478,1.1790136423052728,-0.5886563728540108,-2.6315017013490087,1.1137103844588363,mid,0
1.553121499791832,-1.2804555710024668,0.9758614772330394,0.18947982122108065,0.46853364853158563,0.7006489345846034,1.1392672019207866,-2.306256696990741,high,1
1.898953824401472,-2.0841129394985884,1.3492831667191876,1.7246966497611085,1.5509328179892055,1.3798828288587626,-0.9041576757082427,-0.6119523747467767,high,0
-0.2048707127492828,-0.4500128579958137,1.193394224120616,1.2571492168625729,1.505155712883088,0.3733143181285692,-1.4636150160911958,0.7410504603485562,mid,0
-1.3304145088350674,-1.371673697230466,1.6067200651383733,-0.7094410024275466,-0.7400978103991083,0.5113588159464035,-3.8912567538972587,4.066797006450778,mid,0
3.1302253190358202,0.23402445435314795,0.20628448731092153,-0.24852861807444937,-0.24520815926222395,3.742757917117837,-0.08409742713854373,0.39751600819767535,high,0
-1.0888472008275678,1.669069525826331,0.2721144021621361,-0.9425580057918763,0.4989096565686265,-0.35042600979175076,-3.109393725146358,3.144717587625037,mid,1
0.7109583140153481,-0.36146276669398575,1.1530855656120067,0.41644603810145264,-0.9081822703195019,1.1606378588135144,1.3669642352644193,-1.487642518933086,mid,1
2.207509202998217,0.4581681147886987,0.5287770342208041,-0.9797212247168068,-2.1798394345766554,1.0259055954707619,1.4361290153290402,-1.9976701560820234,high,1
-1.3495555766387772,-0.45784838618248924,0.4362016589357198,-0.15936223214590656,2.1089908505404065,-0.9592013312386547,-1.2946436967058854,0.7875397232787307,mid,1
-3.1719684928261147,0.2243396567780826,-0.12997804633112886,0.9040175547613144,1.1372230792480629,1.8844110917104624,-2.925429953880845,5.91521728257014,low,0
-0.302464115024056,0.04930833152022263,2.0323310507346184,0.7688396759688968,-1.0667370099601892,0.6298425968544126,-0.16897514081030796,-0.21292516381909976,mid,1
4.369229416623869,-1.9093560875072928,1.0282288483002553,1.3183023248526693,3.3926758733711315,1.6989213966305257,1.3640366792123195,-4.3462636910617185,high,0
2.2337802905383883,-1.1036698285303692,0.43947037229397323,-0.33078922432755736,-1.9372678700368355,0.592498463527792,2.21434817856437,-3.0264641209583165,high,1
2.8086650757786646,-0.002403840918853844,1.0422618990310546,-0.5892716517893062,-0.7625396106114124,0.4819314436116241,1.4008655730606816,-3.309859630091902,high,1
-1.791419298069063,1.9203675021442612,-0.8653115524742048,-1.222895019555564,1.2412537827927408,1.3610107965476814,-1.6885850635857178,3.9150485890568096,mid,0
-0.26454836212409316,0.9495945713644882,2.6972318353493323,-0.059415181272494094,-0.9278762745925111,0.20332395615849963,0.2567096232854029,-1.338449624811607,mid,1
-0.46699536201259617,-0.14037505890533644,-1.5771781457659697,0.3076126681891964,0.4486621776592048,0.2896435959612872,-0.42305334593606947,1.7352079827077214,mid,0
3.01911978183177,0.2525688459966235,-0.1230186258312056,1.3845320475939062,-1.5225674179054924,0.05332552692497239,2.467957974738645,-3.887270274183745,high,1
-0.9683167598556873,1.1168337755299542,2.628926283503543,0.18641616974404632,-1.221966789685719,-0.8842961668217265,-1.43481417814039,0.10144667880699376,mid,1
-2.2016909437447962,-0.29748220087385013,-1.435221248135772,1.3119837385739466,1.3453951708083287,0.5894710861387954,-0.6286770307488477,3.0000782983680887,low,0
0.9092196702851053,0.861636124497944,1.2073327336015742,0.13906039865341766,-2.328712657866591,1.4665613418342764,1.3124721936699084,-1.1085257386339444,mid,1
0.008623469789684313,0.5114995753618614,-0.7189809256731658,1.9351540400602292,0.48867302429825543,2.134578944327651,0.06405258975121653,1.657717804276223,mid,0
-0.027311805785739995,0.9753124584779789,-0.024379379991566585,0.5156280884439565,-2.654943660816431,1.6994762671257309,1.7056520421594878,0.08632557047579696,mid,1
2.664427864764992,-1.2070216478572156,2.1569776769627462,-1.0753123930492379,0.842549148723515,0.6921792717434835,0.3491527411096482,-3.0762793963647033,high,1
1.4544024517412386,0.31745326125017514,0.21793063991368522,-0.33286040438251124,0.6013685524604805,1.9881306830927803,-0.3434628370171824,0.4154677491281112,high,0
-0.051691521969595255,0.242882013150275,2.1042993491694086,-2.0820987031889873,-0.0816264410712848,0.47021111173400887,-0.44077650039148697,-0.4711819888120884,mid,1
-0.7284375918764355,-1.4990159604584012,0.6328484745893308,-0.09184476433495513,1.518504200548833,-1.0890684986811405,-0.9800573325090187,0.0023648949016526863,mid,1
1.1133791843898195,-0.7296024698074095,1.9236525485463896,0.3614173172731029,1.6943663033305065,0.3880022011847888,-1.761079028122146,-0.308472292738196,mid,0
-0.8736644225802978,0.9788895585567792,2.4630713663472403,-1.3717431292635056,-0.264381523904895,-0.7262549692511351,-1.7454467259487925,0.336783294368889,mid,1
-2.3192466674417433,-0.38769991640856116,-0.7735494981444715,-0.41361566562964275,2.4125346222138626,1.0996106191917747,0.20499492550690723,2.0197161391108387,low,0
-1.6418965944231974,-0.39767969361460404,1.7774718196145876,-1.1840305582225594,2.750917787242983,-3.0747474633552594,-0.8640808458560071,-1.7341210161865042,mid,1
-2.906801399333271,0.32297450361766816,-0.5083407462440388,-0.06100397185538355,1.9006773297895723,1.7244745982569678,0.6732989424496356,2.3240411942333177,low,0
-2.4320342936392194,-1.0425776946705763,-0.6340999243038392,-1.17223375343664,2.5133273868293795,-2.5025326369434477,-3.2719382147335443,2.8962849925292695,low,1
-1.6805407833017725,-0.856498237409199,1.1393414981061256,0.0976703767483354,1.1219145593440905,-2.193701536525752,-2.939469331729433,1.5274035926740255,mid,1
0.31666903988940087,-1.6685992588781953,1.713742998184614,1.0587285298838789,-0.7661278305384926,1.6331128688787582,0.5356910232630194,-0.49824670957013856,mid,1
0.23393335454667818,-0.09363618873917084,2.2948046024654754,1.32579664754219,2.9292346173847825,-1.3859626062493742,-1.740904453472857,-1.3819985462319038,mid,0
1.027784037901123,1.5898389781806839,1.1392853094905484,0.5740712208940013,-0.786565076586136,1.3934227877608913,0.8631636276150496,-1.0873796498086807,mid,1
0.16098423485536073,0.4283166923752375,0.4797691461765127,0.07715649621771674,0.022527051096042028,1.1140617177950565,1.543565191827743,-1.1139073854485033,mid,1
-1.625496873712556,-1.270061088712032,-2.677700752385525,0.2869558543017087,0.27835816300879757,0.24283388058360333,-2.2887642531836723,4.904860670473141,mid,0
-2.1263006627631356,-0.6220348055543814,-0.1080590663073222,0.5827375831738644,0.8984740809383265,-1.5640633138916686,-3.150316557930017,3.2144387015793607,low,1
-1.9535474421015633,4.689326403142267,-0.39932278841817626,21.18293845976381,4.306711747290116,-2.6546144750487617,-1.1598884347984257,-0.006945951951182691,low,1
-1.229903872962642,4.049927914447409,0.6501098133462772,22.150843384975616,2.683626901239408,-1.9133942272751017,-0.7758926443088738,-0.6473252967111573,mid,1
1.5610286251849377,-0.3899237065594453,-0.2820003000468152,0.15805348992013185,-3.8207191503019358,1.421076979070614,2.0640919940321822,-1.088299205721947,high,1
1.2432610716852845,0.5222506360177785,1.479755303713677,-0.09791524644290406,-1.5022277064484937,1.4482097372728937,0.7127191847108588,-1.1071852193915135,high,1
1.1595524322972113,-0.8810683366612923,1.0331050903771233,-0.712220763649051,-1.4175713760102975,1.0361029009039107,1.6661206400478836,-1.9706192581053703,mid,1
